"Fac1","Fac2"
0.197482365831064,0.197482365831064
0.851840943210509,0.851840943215069
0.943496129139593,0.943496129141014
-0.27416138134903,-0.27416138134903
0.49112532624285,0.491125326256395
-1.11316750665902,-1.11316750665902
-0.169838918332398,-0.169838918332398
-0.847644279778579,-0.847644279784802
-2.07864414212715,-2.0786441421311
-0.0132063814353475,-0.0132063814353475
-0.167292689260516,-0.167292689260516
-0.58189826645722,-0.58189826643842
0.357934331942856,0.357934331939301
-0.468567217685,-0.468567217685
-1.02429543135908,-1.02429543135826
0.865422805413248,0.865422805413248
-0.81707259115502,-0.817072591162866
1.84422583140911,1.84422583141641
-0.480991118211424,-0.480991118211424
0.812474556914285,0.812474556914285
0.286095615800848,0.286095615800848
-0.781821824914963,-0.78182182487684
1.71574132145336,1.71574132145248
0.986149574850455,0.986149574880663
0.212973811506168,0.212973811506168
0.35870236894683,0.35870236894683
0.397858295625551,0.397858295625551
0.155113271561133,0.155113271561133
-1.85300899830862,-1.8530089983334
0.645597480886453,0.645597480891812
-0.282229230666354,-0.282229230666354
-0.0144876491751362,-0.0144876491751362
0.645563074602221,0.645563074602221
1.36102926013014,1.36102926013037
-0.717979764743382,-0.717979764734629
1.36018720402622,1.3601872040235
0.187910741132096,0.187910741132096
1.09949659245523,1.09949659245625
0.471791096039244,0.47179109605163
0.958454078532948,0.958454078532948
-1.10819904919168,-1.10819904919284
0.0508241178740271,0.0508241178740271
0.524183528670903,0.524183528670903
-0.222985588658506,-0.222985588658506
-0.510365731577072,-0.510365731568194
0.420338131618683,0.420338131631102
0.945188197574554,0.945188197574554
0.567028635272543,0.567028635272543
-0.649431155273641,-0.649431155268368
-1.06255142927187,-1.0625514292927
1.1890498842074,1.1890498842074
0.209159346008197,0.209159346008197
0.457304582041589,0.45730458204688
0.135859007499522,0.135859007497739
-1.48279698187231,-1.4827969819479
0.924392747831013,0.924392747819839
-0.0572850405100869,-0.0572850405100869
0.131106100261148,0.131106100261148
0.974039448038624,0.974039448038624
0.995768096717095,0.995768096725099
1.46113521403401,1.46113521401821
-0.233213441896319,-0.233213441896319
0.759599859345407,0.759599859365826
1.22584012446699,1.22584012446699
-0.790277532925213,-0.790277532925213
-0.907259327189564,-0.907259327191481
-0.757734671577895,-0.757734671577895
-0.956091492111547,-0.956091492111547
0.0592991112819084,0.0592991112819084
0.452447478191234,0.452447478191234
0.928914922700499,0.928914922700499
0.602448344490836,0.602448344490836
-1.01055901904105,-1.01055901904105
2.03754871504831,2.03754871504817
-0.374566870830929,-0.374566870830929
0.0531770241799097,0.0531770241799097
-0.119694757864076,-0.119694757864076
0.197001516819728,0.1970015168215
0.429943471803468,0.429943471820644
-0.207990125058926,-0.207990125058926
0.0326388745870302,0.0326388745870302
0.158566603243886,0.158566603243886
0.0340952393763649,0.0340952393763649
-0.733822193948637,-0.733822193948637
-0.670320227428984,-0.670320227428984
-0.0835255472261766,-0.0835255472261766
-0.0333995289201465,-0.0333995289201465
1.91212433588436,1.91212433590566
-1.07283538093365,-1.07283538093602
0.0555209691051998,0.0555209691051998
-0.915119319425468,-0.915119319425468
-1.396453250806,-1.39645325081347
-0.152034223642986,-0.152034223644774
-1.09752857549652,-1.09752857549337
-0.0993086701413278,-0.0993086701413278
-0.0952154379508654,-0.0952154379508654
-0.433845063317866,-0.433845063319676
-1.85914978393778,-1.85914978393155
-0.978057280302132,-0.978057280302132
0.364288364573779,0.364288364572018
0.608826708039267,0.608826708039267
0.0229150768340804,0.0229150768340804
0.0909917708213634,0.0909917708213634
1.00405942174432,1.00405942174432
1.4122830100038,1.41228300999438
-1.36119437434281,-1.36119437434191
0.0576597382542582,0.0576597382542582
1.07343483036817,1.07343483038833
-0.489231565285307,-0.489231565285307
-0.347069163491539,-0.347069163491539
-0.0674755869755802,-0.0674755869832316
-0.717709383144846,-0.717709383148457
-0.184396222805258,-0.184396222805258
0.0472726363103951,0.0472726363103951
-0.735162543913309,-0.735162543897873
0.792058419907751,0.792058419914852
-0.424539882859977,-0.42453988285285
-0.339017975120515,-0.339017975118708
1.21325503052875,1.21325503055193
-0.861376190555947,-0.861376190555947
